ID,VOICE,TEXT COLOR,PORTRAIT,ROUTE TO AFTER,CHOICE_1,CHOICE_1_NEXT,CHOICE_2,CHOICE_2_NEXT,ENGLISH,SPANISH,JAPANESE,GERMAN,CHINESE,CHINESE SIMPLIFIED,KOREAN,ITALIAN,PORTUGUESE
start_bubu_c1,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,Let's make this quick!,Hagamos esto rápido!,さっさと済ませようぜ！,Ich mache es lieber schnell!,速戰速決!,速战速决!,어서 해치우자!,Finiamo velocemente!,Vamos fazer isso rápido!
start_bubu_d1,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,I smell gold!,Huelo a oro!,金の匂いがするぜ！,Ich rieche Gold!,我聞到金錢的味道了!,我闻到金钱的味道了!,황금 냄새가 나!,Sento odore di oro!,Eu cheiro ouro!
start_byby_a1,snd_talk_low,-1,spr_portrait_byby,-1,-1,-1,-1,-1,Where tha' hell'd this tower come from??,De dónde rayos salió esta torre??,こんなでっかい塔どっから生えてきたんじゃ？？,Wo zum Teufel kam dieser Geruch her?,這作塔兒是打哪兒來的嘿??,这作塔儿是打哪儿来的嘿??,이 타워는 도대체 언제 생긴거야??,Da dove spunta sta torre??,De onde carambas que essa torre veio?
start_byby_b1,snd_talk_low,-1,spr_portrait_byby,-1,-1,-1,-1,-1,`sGet this tower off my property!!,`sSaca a esta torre de mi propiedad!!,`sワシの土地から塔をどけろ！！,`sMach dass dieser Turm runter von meinem Grundstück kommt!,s把這座塔從我的土地上拿走!!,s把这座塔从我的土地上拿走!!,`s내 땅에서 썩 꺼져!!,`sRimuovi sta torre dalla mia propietà!!,`sTira essa torre da minha propriedade!!
start_byby_c1,snd_talk_low,-1,spr_portrait_byby,-1,-1,-1,-1,-1,I didn't purchase no big tower!! Take it down!,No compré ninguna torre! Derrúmbenla!,こんなでかい塔買った覚えねぇぞ！どけろ！,Ich habe keinen großen Turm gekauft!! Reißt ihn ab!,我可沒買任何塔!! 把它拆了!,我可没买任何塔!! 把它拆了!,계약서에 이런 말은 없었다고!! 당장 철거해!,Non ho comprato nessuna torre gigante!! Demolitela!,Eu não comprei nenhuma torre grande!! Manda ela abaixo!
start_byby_d1,snd_talk_low,-1,spr_portrait_byby,-1,-1,-1,-1,-1,Kids these days and their newfangled towers..,Los chicos de estos días y sus toreres.,最近の若いもんと、その新しいもん好きには…,Die Jugend von heute und ihre neumodischen Türme..,這年頭的小屁孩們跟他們奇怪高塔們...,这年头的小屁孩们跟他们奇怪高塔们...,요즘 것들은 남의 땅에 마음대로 건물을 짓고...,Ragazzini d'oggi con queste torri..,Crianças de hoje em dia e suas torres modernas...
tutorial1,snd_talk_low,-1,-1,tutorial2,-1,-1,-1,-1,Knock enemies back to attack safely!,Tumba a los enemigo para atacar seguramente!,敵を弾き飛ばして安全に攻撃しよう！,Schlage Feinde zurück um sicher zu attackieren!,將敵人擊退以確保安全!,将敌人击退以确保安全!,안전하게 공격하려면 적을 뒤로 밀쳐야 합니다!,Spingi i nemici fuori dalla loro area di attacco!,Empurre os inimigos para trás para atacar com segurança!
tutorial2,snd_talk_low,-1,-1,tutorial3,-1,-1,-1,-1,Save pots for when you need them!,Guarda potes para cuando los necesites!,壺は必要なときのために取っておこう！,"Hebt die Töpfe auf, bis ihr sie braucht!",留著陶壺以便不時之需!,留着陶壶以便不时之需!,필요할 때를 대비해 냄비를 보관해 두세요!,Risparmia i vasi per quando ti servono!,Guarde os potes para quando você precisar deles!
tutorial3,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Enemies like to move vertically!,¡A los enemigos les gusta moverse verticalmente!,敵は縦方向に動きやすい！,Feinde bewegen sich gerne vertikal!,敵人喜歡垂直移動！,敌人喜欢垂直移动！,적들은 수직으로 움직이는 것을 좋아합니다!,I nemici preferiscono muoversi in verticale!,Inimigos gostam de se mover verticalmente!
stat_amount_healed,-1,-1,-1,-1,-1,-1,-1,-1,AMOUNT HEALED,CÚANTO TE CURASTE,回復した量,ANZAHL GEHEILT,總回復量,总回复量,누적 회복량,VITA GUARITA,QUANTIDADE CURADA
stat_balls_shoved,-1,-1,-1,-1,-1,-1,-1,-1,BALLS SHOVED,BOLAS TIRADAS,押した玉の数,BÄLLE GESCHOBEN,總推動球數,总推动球数,공을 민 횟수,PALLE SPINTE,BOLAS EMPURRADAS
stat_bosses_killed,-1,-1,-1,-1,-1,-1,-1,-1,BOSSES KILLED,JEFES DERROTADOS,倒したボス数,BOSSE GETÖTET,頭目擊殺數,头目击杀数,처치한 보스의 수,BOSS UCCISI,BOSSES DERROTADOS
stat_chests_opened,-1,-1,-1,-1,-1,-1,-1,-1,CHESTS OPENED,COFRES ABIERTOS,開けた宝箱の数,KISTEN GEÖFFNET,開啟寶箱數,开启宝箱数,연 상자의 개수,CASSE APERTE,BAÚS ABERTOS
stat_coins_earned,-1,-1,-1,-1,-1,-1,-1,-1,COINS EARNED,MONEDAS GANADAS,獲得コイン,MÜNZEN VERDIENT,獲得金幣數,获得金币数,얻은 코인의 수,MONETE GUADAGNATE,MOEDAS GANHAS
stat_coins_spent,-1,-1,-1,-1,-1,-1,-1,-1,COINS SPENT,MONEDAS GASTADAS,使用コイン,MÜNZEN AUSGEGEBEN,花費金幣數,花费金币数,사용한 코인의 수,MONETE SPESE,MOEDAS GASTAS
stat_souls_earned,-1,-1,-1,-1,-1,-1,-1,-1,SOULS EARNED,ALMAS GANADAS,獲得ソウル,SEELEN VERDIENT,獲得靈魂數,获得灵魂数,얻은 영혼의 수,ANIME GUADAGNATE,ALMAS GANHAS
stat_souls_spent,-1,-1,-1,-1,-1,-1,-1,-1,SOULS SPENT,ALMAS VENDIDAS,使用ソウル,SEELEN AUSGEGEBEN,花費靈魂數,花费灵魂数,사용한 영혼의 수,ANIME SPESE,ALMAS GASTAS
stat_damage_dealt,-1,-1,-1,-1,-1,-1,-1,-1,DAMAGE DEALT,DAÑO HECHO,与えたダメージ,SCHADEN VERURSACHT,傷害總量,伤害总量,준 대미지,DANNO INFLITTO,DANO DADO
stat_damage_taken,-1,-1,-1,-1,-1,-1,-1,-1,DAMAGE TAKEN,DAÑO RECIBIDO,受けたダメージ,SCHADEN GENOMMEN,受傷害總量,受伤害总量,받은 피해량,DANNO PRESO,DANO RECEBIDO
stat_deaths,-1,-1,-1,-1,-1,-1,-1,-1,DEATHS,MUERTES,死亡数,TODE,死亡數,死亡数,사망한 횟수,MORTI,MORTES
stat_doors_opened,-1,-1,-1,-1,-1,-1,-1,-1,DOORS OPENED,PUERTAS ABIERTAS,開けたドアの数,TÜREN GEÖFFNET,開門數,开门数,연 문의 개수,PORTE APERTE,PORTAS ABERTAS
stat_enemies_killed,-1,-1,-1,-1,-1,-1,-1,-1,ENEMIES KILLED,ENEMIGOS DERROTADOS,倒した敵の数,FEINDE GETÖTET,總擊殺數,总击杀数,처치한 적의 수,NEMICI UCCISI,INIMIGOS DERROTADOS
stat_highest_floor,-1,-1,-1,-1,-1,-1,-1,-1,HIGHEST FLOOR,PISO MÁS ALTO,最高到達階,HÖCHSTER STOCK,最高樓層,最高楼层,도달한 가장 높은 층,PIANO PIU' ALTO,ANDAR MAIS ALTO
stat_items_picked_up,-1,-1,-1,-1,-1,-1,-1,-1,ITEMS PICKED UP,ITEMS RECOGIDOS,獲得アイテム数,GEGENSTÄNDE AUFGEHOBEN,總物品數,总物品数,얻은 아이템의 개수,OGGETTI RACCOLTI,ITEMS COLECIONADOS
stat_keys_found,-1,-1,-1,-1,-1,-1,-1,-1,KEYS FOUND,LLAVES ENCONTRADAS,見つけた鍵の数,SCHLÜSSEL GEFUNDEN,鑰匙數,钥匙数,찾은 열쇠의 개수,CHIAVI TROVATE,CHAVES ENCONTRADAS
stat_keys_used,-1,-1,-1,-1,-1,-1,-1,-1,KEYS USED,LLAVES USADAS,使った鍵の数,SCHLÜSSEL BENUTZT,使用鑰匙數,使用钥匙数,사용한 열쇠의 개수,CHIAVI USATE,CHAVES USADAS
stat_pots_smashed,-1,-1,-1,-1,-1,-1,-1,-1,POTS SMASHED,POTES ROTOS,壊した壺の数,KRÜGE ZERHAUEN,陶罐破壞數,陶罐破坏数,부순 항아리의 개수,VASI ROTTI,VAZOS QUEBRADOS
stat_runs_played,-1,-1,-1,-1,-1,-1,-1,-1,RUNS,PARTIDAS,ラン数,DURCHLÄUFE,總場數,总场数,플레이 횟수,PARTITE,RUNS
stat_runs_won,-1,-1,-1,-1,-1,-1,-1,-1,WINS,GANADAS,クリア数,SIEGE,優勝數,优胜数,클리어 횟수,VITTORIE,VITORIAS
stat_stairs_used,-1,-1,-1,-1,-1,-1,-1,-1,STAIRS USED,ESCALERAS UTILIZADAS,使った階段の数,TREPPEN GENUTZT,樓梯使用數,楼梯使用数,오른 계단의 수,SCALE USATE,ESCADAS USADAS
stat_tiles_moved,-1,-1,-1,-1,-1,-1,-1,-1,TILES MOVED,ESPACIOS MOVIDOS,移動したマス数,KÄSTCHEN BEWEGT,格子移動數,格子移动数,이동한 타일의 수,CASELLE CAMMINATE,TELHAS MOVIDAS
stat_tnt_detonated,-1,-1,-1,-1,-1,-1,-1,-1,TNT DETONATED,TNT DETONADO,爆発させたTNTの数,TNT DETONIERT,TNT引爆,TNT引爆,TNT가 폭발했습니다,TNT DETONATA,TNT DETONADA
story_baba1,-1,-1,-1,-1,-1,-1,-1,-1,"Betrayed by Bobo and infected\nwith a terrible curse,\nBaba is unable to speak\nof his past.\n\nThough he has no magical prowess,\nBaba has spent many years training his\nmartial combat skills.\nThe only thing between he and Bobo\nis a spear and some stairs.\n\nIt's time to end this curse forever.",,ボボに裏切られ、\n恐ろしい呪いをかけられたババは\n自身の過去について\n語ることができない。\n\n魔法の才能はないものの、\nババは長年にわたり\n格闘戦の腕を磨き続けてきた。\n彼とボボの間にあるのは\n一本の槍と階段だけ。\n\nこの呪いを永遠に終わらせる時が来た。,"Betrogen von Bobo und infiziert\nmit einem schlimmen Fluch,\nkann Baba nicht von seiner Vergangenheit sprechen.\n\nObwohl er keine magischen Fähigkeiten hat,\nhat er jahrelang seine Kampfkunst trainiert.\nDas einzige, was ihn von Bobo trennt,\nist ein Speer und ein paar Treppen.\nEs ist Zeit, diesen Fluch\nein für alle Mal zu beenden",被波波背叛，\n又感染了可怕的詛咒，\n巴巴無法向任何人\n訴說他的過去。\n\n雖然他毫無魔法天賦，\n巴巴卻花費多年時間\n鍛鍊自己的武術戰鬥技巧。\n阻擋在他與波波之間的，\n只有一柄長矛和一段階梯。\n\n是時候\n永遠終結這詛咒了。,被波波背叛，\n又感染了可怕的诅咒，\n巴巴无法向任何人\n诉说他的过去。 \n\n虽然他毫无魔法天赋，\n巴巴却花费多年时间\n锻炼自己的武术战斗技巧。 \n阻挡在他与波波之间的，\n只有一柄长矛和一段阶梯。 \n\n是时候\n永远终结这诅咒了。,"보보에게 배신 당하고 끔찍한 저주를 받은\n바바는 그의 과거에 대해 말하지\n못하게 되었습니다.\n\n마법을 다루지는 못하지만, 바바는\n몇년에 걸쳐 전투 기술을 익혔습니다.\n이제 보보와 그의 창 사이를 막는 것은\n계단 몇개 뿐입니다.\n\n이 저주를 영원히 끝낼 시간이 왔습니다.","Tradito da Bobo e infetto\ncon una maledizione terribile,\nBaba è incapace di parlare\ndel suo passato.\n\nAnche se non ha telento in magia,\nBaba ha speso molti anni ad allenare\nle sue abilità in combattimento marziale.\nL'unica cosa tra lui e Bobo\nè la sua lancia e delle scale.\n\nE' tempo di terminare questa maledizone per sempre.","Traído por Bobo e amaldiçoado com uma maldição terrível, Baba é incapaz de falar sobre seu passado. Embora não possua nenhum poder mágico, Baba passou muitos anos treinando suas habilidades de combate marcial. A única coisa que o separa de Bobo é uma lança e alguns degraus. Chegou a hora de acabar com essa maldição para sempre."
story_bebe1,-1,-1,-1,-1,-1,-1,-1,-1,"In dire need of her wish to be granted,\nBebe scales the treacherous tower of Bobo.\nSurely the great, evil wizard can make her\ndream come true!\n\nBut what little secrets are hidden\nbehind those large ears..?",,願いを叶えてもらわねばならぬ\n切実な事情を抱えたベベは、\n危険なボボの塔に挑む。\nあの偉大なる悪の魔法使いなら、\nきっと彼女の願いを叶えてくれるはず！\n\nだが、その大きな耳の奥に\nどんな秘密が隠されているのだろうか…？,"In großer Not, ihren Wunsch erfüllt zu bekommen,\n erklimmt Bebe Bobo's tükischen Turm.\nSicherlich kann der große, böse Zauberer\nihren Traum erfüllen!\n\nAber welche Geheimnisse verbergen sich\nhinter diesen großen Ohren..?",在極度渴望實現願望的絕境中，\n貝貝攀登波波那危險的塔樓。\n偉大而邪惡的巫師一定能\n讓她的夢想成真！\n但在那對大耳朵的背後……\n究竟隱藏著什麼小小的秘密呢..?,在极度渴望实现愿望的绝境中，\n贝贝攀登波波那危险的塔楼。 \n伟大而邪恶的巫师一定能\n让她的梦想成真！ \n但在那对大耳朵的背后……\n究竟隐藏着什么小小的秘密呢..?,소원이 이루어지는 것이 절실한 베베는\n보보의 위험으로 가득 찬 탑을 오르기로 했습니다.\n분명 사악한 대마법사 정도면 그녀의 소원\n정도는 이뤄줄 수 있을 것입니다!\n\n그런데 그녀는 그 큰 귀 밑에 어떤 비밀을 감추고 있을까요?...,"In urgente bisogno del suo desiderio garantito,\nBene scale la periscolosa Torre di Bobo.\nCertamente il granze mago malvagio può\nrendere il suo sogno realtà!\n\nMa quali segreti sono nascosti\ndietro a quelle grandi orecchie...?","Desesperada para que seu desejo seja realizado,\nBebe escala a traiçoeira torre de Bobo.\nCertamente o grande e malvado mago poderá tornar seu\nsonho realidade!\n\nMas que segredinhos se escondem\npor trás daquelas orelhas enormes...?"
story_bibi1,-1,-1,-1,-1,-1,-1,-1,-1,The creatures of The Realm know Bibi as a\nhopeful adventurer that protects them from\ndubious evil-doers!\n\nBut word has gotten out that the\nevil wizard Bobo has begun a dastardly plan..\n\nHe's building a tower to Heaven to\nbecome a God and take over The Realm!!\n\nBibi sets out to thwart him immediately..,,この地に住む生き物たちは、\nビビを怪しい悪者から皆を守る\n希望に満ちた冒険者として知っている！\n\nだがある噂が広まった――\n邪悪な魔法使いボボが\n卑劣な計画を始めたという…\n\n奴は天まで届く塔を建て、\n神となってこの地を\n支配しようとしている！！\n\nビビは即座に\n奴を阻止しに向かう…,"Die Wesen dieser Welt kennen Bibi als\neine hoffnungsvolle Abenteurerin, die sie vor dubiosen Bösewichten beschützt!\n\nAber es geht ein Gerücht um,\ndass der böse Zauberer Bobo einen heimtükischen Plan ausführt..\nEr baut einen Turm in den Himmel, um ein Gott zu werden\nund die Herrschaft über die Welt zu übernehmen!\n\nBibi macht sich sofort auf den Weg, um dies zu vereiteln..",這個世間上的眾生，都將比比視為\n一位充滿希望的冒險者，她總是保護大家\n免受那些可疑的邪惡之徒侵害！\n\n但消息已經傳開了——\n邪惡巫師波波開始了一項卑鄙的計劃……\n\n他正在建造一座通往天堂的巨塔，\n並打算成為神明，統治整個領域！！\n\n比比立刻動身，決心要阻止他……,这个世间上的众生，都将比比视为\n一位充满希望的冒险者，她总是保护大家\n免受那些可疑的邪恶之徒侵害！ \n\n但消息已经传开了——\n邪恶巫师波波开始了一项卑鄙的计划……\n\n他正在建造一座通往天堂的巨塔，\n并打算成为神明，统治整个领域！ ！ \n\n比比立刻动身，决心要阻止他……,이 세계의 생물들에게 비비는 악당으로부터 그들을\n지켜내는 희망찬 모험가로 알려져 있습니다!\n\n그런데 어느날 비비는 사악한 마법사 보보가 천국에 닿을 만큼\n높이 탑을 쌓아 신을 물리치고 세상을 지배할\n계획을 꾸미고 있다는 것을 알게 됩니다.\n\n비비는 그의 계획을 저지하러 곧바로 모험을 떠나게 됩니다...,Le creature del Reame conoscono Bibi come\nun'eroe speranzoso che li protegga da\nbrutti malfattori!\n\nMa voci vengono che il\nmago malvagio Bobo ha iniziato un piano orribile..\n\nSta costruendo una torre fino al Paradiso per\ndiventare un Dio e conquistare il Reame!!\n\nBibi si incammina immediatamente per fermarlo..,As criaturas do Reino conhecem Bibi como um aventureiro esperançoso que as protege de malfeitores duvidosos! Mas espalhou-se a notícia de que o mago maligno Bobo iniciou um plano diabólico... Ele está construindo uma torre até o Paraiso para se tornar um Deus e dominar o Reino! Bibi parte imediatamente para impedi-lo...
story_bobo1,-1,-1,-1,-1,-1,-1,-1,-1,"After being defeated by the brave hero Bibi,\nBobo rushes back to the top of his tower\nto regain control of his army.\n\nHow dare Bibi get in his way?!\n\nOnce he makes it up to Heaven,\ncan he really become strong enough\nto rule The Realm?",,勇敢なヒーロー、ビビに敗れたボボは、\n軍勢の支配権を取り戻すべく\n塔の頂上へ急ぐ。\n\nよくもビビは邪魔をしてくれたな！\n\nだが天まで辿り着いた時、\n本当にこの地を支配できるほどの\n力を手に入れられるのだろうか？,"Nachdem er von der tapferen Heorine Bibi besiegt wurde,\neilt Bobo zurück zur Spitze seinen Turmes\num die Kontrolle seiner Armee wiederzuerlangen.\n\nWie kann Bibi es wagen, ihm in den Weg zu kommen?!\n\nKann er wirklich stark genug werden,\num die Welt zu beherrschen,\nsobald er es in den Himmel geschafft hat?",在被勇敢的英雄比比擊敗後，\n波波匆忙衝回塔樓頂端，\n試圖重新掌控他的軍隊。\n\n比比竟敢阻礙他？！\n真是膽大包天！\n\n一旦他登上天堂，\n他真的能夠變得足夠強大，\n來統治整個領域嗎？,在被勇敢的英雄比比击败后，\n波波匆忙冲回塔楼顶端，\n试图重新掌控他的军队。 \n\n比比竟敢阻碍他？ ！ \n真是胆大包天！ \n\n一旦他登上天堂，\n他真的能够变得足够强大，\n来统治整个领域吗？,"용감한 영웅 비비에게 패배한 후, 보보는 탑의 통제권을\n되찾기 위해 서둘러 그의 탑을 오르기 시작합니다.\n\n감히 비비가 그의 계획을 방해하다니 용서할수 없습니다!!\n\n그가 천국에 도달하면, 그는 정말 세상을 지배할 힘을 얻게 될까요?","Dopo essere stato sconfitto dal\ncoraggioso eroe Bibi,\nBobo si precipita al ritorno della cima\ndella sua torre per guadagnare di nuobo\nil controllo della sua armata.\n\nCome osa Bibi mettersi nella sua via?!\n\nQuando raggiungerà il paradiso,\nsarà veramente forte abbastanza\nper dominare il Reame?","Após ser derrotado pelo bravo herói Bibi, Bobo corre de volta ao topo de sua torre para retomar o controle de seu exército. Como Bibi ousa ficar em seu caminho?! Uma vez no Paraiso, será que ele realmente se tornará forte o suficiente para governar o Reino?"
story_bubu1,-1,-1,-1,-1,-1,-1,-1,-1,"What did you say?\nThe famous, evil wizard Bobo\nhas constructed a big tower?\nAnd it's FILLED with treasure?!\nThis is music to Bubu's ears!\n\nNo matter the danger,\nBubu stops at nothing to\nmake some quick cash!\n\nBut can he escape the evil tower\nwith his life..?",,今なんて言った？\n有名な悪の魔法使いボボが\nでっかい塔を建てた？\nしかも宝で`sぎっしり`s？！\nブブには最高の知らせだぜ！\n\nどんな危険があろうと、\nブブは一儲けするためなら\n何だってやる！\n\nだが、命がけで邪悪な塔から\n脱出できるのか…？,"Wie war das?\nDer berühmte, böse Zauberer Bobo\nhat einen großen Turm gebaut?\nUnd er ist VOLL mit Schätzen?!\nDas ist Musik in Bubu's Ohren!\nEgal wie gefährlich,\nBubu scheut vor nichts zurück\num schnell Geld zu machen!\n\nAber kann er dem bösen Turm\nmit seinem Leben entkommen..?",你說什麼？\n那位鼎鼎大名的邪惡巫師波波\n建造了一座巨大的塔樓？\n而且裡面塞滿了寶藏？！\n這對布布來說簡直是天籟之音！\n\n無論多危險，\n布布為了賺一把快錢，\n絕是對不會退縮的！\n\n但他真的能\n帶著性命逃出這座邪惡之塔嗎..?,你说什么？ \n那位鼎鼎大名的邪恶巫师波波\n建造了一座巨大的塔楼？ \n而且里面塞满了宝藏？ ！ \n这对布布来说简直是天籁之音！ \n\n无论多危险，\n布布为了赚一把快钱，\n绝是对不会退缩的！ \n\n但他真的能\n带着性命逃出这座邪恶之塔吗..?,"뭐라고요?\n그 악명높은 마법사 보보가 큰 탑을 지었다고요?\n심지어 거기엔 보물이 가득하다고요?\n이건 부부에게는 엄청난 일입니다!\n\n아무리 큰 위험이 있다고 하더라도,\n부부는 돈을 벌기 위해서라면 뭐든지 할 수 있습니다!\n\n그런데 그는 그 사악한 탑을 정말 탈출할 수 있을까요?","Cosa hai detto?\nIl famoso mago malvagio Bobo\nha costruito una grande torre?\nEd è piena di tesoro?!\nQuesta è musica per le orecchie di Bubu!\n\nNon importa quanto pericoloso,\nBubu non si ferma a gnente\nper un guadagno!\n\nMa può scappare la torre malvagia\ncon la sua vita..?","O que você disse? O famoso e malvado mago Bobo construiu uma grande torre? E ela está REPLETA de tesouros?! Isso é música para os ouvidos de Bubu! Não importa o perigo,Bubu não mede esforços para ganhar um dinheiro rápido! Mas será que ele conseguirá escapar da torre maligna com vida...?"
story_byby1,-1,-1,-1,-1,-1,-1,-1,-1,Whose makin' all that racket??\nWHAT!\nA massive tower appeared in the\nmiddle of Byby's corn field!!\n\nWhoever is ruining her crop\nis gonna need taught a\ngood old-fashioned lesson..,,何の騒ぎじゃ！？\nなんと！\nバイビーのトウモロコシ畑の\nど真ん中にでっかい塔が現れた！！\n作物を台無しにした奴には\n昔ながらのお仕置きを\n食らわせてやらなきゃのう…,"Wer macht denn da so einen Krach??\nWAS!\nEin massiver Turm ist in der Mitte\nvon Byby's Maisfeld aufgetaucht!!\n\nWer auch immer ihre Pflanzen ruiniert,\ndem muss sie wohl\neine gute altmodische Lehre erteilen..",誰在那裡吵吵鬧鬧的？？\n什麼！\n一座巨大的塔樓竟然出現在\n拜拜的玉米田正中央！！\n\n不管是誰在毀壞她的莊稼，\n拜拜都得好好給他上一課，\n是時候來個老派的教訓了……,谁在那里吵吵闹闹的？ ？ \n什么！ \n一座巨大的塔楼竟然出现在\n拜拜的玉米田正中央！ ！ \n\n不管是谁在毁坏她的庄稼，\n拜拜都得好好给他上一课，\n是时候来个老派的教训了……,이게 무슨 일이야?!\n어느날 갑자기 바이바이의 옥수수 농장 한가운데에\n거대한 탑이 나타났습니다!!\n\n누구든 그녀의 농사를 망치는 사람은\n그녀가 가만 두지 않을 것입니다...,Chi sta facendo tutto sto casino??\nCOSA!\nUna gigante torre è apparsa nel\nmezzo del campo di mais do Byby!!\n\nChiunque stia rovinando le sue piante\nha bisogno di una lezione\ncome hai vecchi tempi..,Quem está fazendo todo esse barulho?? O QUÊ! Uma torre enorme apareceu no meio do milharal da Byby!! Quem estiver destruindo a plantação dela vai precisar de uma boa lição à moda antiga...
story_title_bibi,-1,-1,-1,-1,-1,-1,-1,-1,Chapter 1:\nBibi's Big Quest,Capítulo 1:\nLa Gran Misión de Bibi,第1章：\nビビの大冒険,Kapitel 1:\nBibi's große Suche,第一章:\n比比的大冒險,第一章:\n比比的大冒险,챕터 1:\n비비의 거대한 임무,Capitolo 1:\nLa Grande Avventura di Bibi,Capítulo 1: \nA Grande Aventura de Bibi
story_title_bobo,-1,-1,-1,-1,-1,-1,-1,-1,Chapter 2:\nBobo's Revenge,Capítulo 2:\nLa Venganza de Bobo,第2章：\nボボの逆襲,Kapitel 2:\nBobo's Rache,第二章:\n波波的復仇記,第二章:\n波波的复仇记,챕터 2:\n보보의 복수,Capitolo 2:\nLa Vendetta di Bobo,Capítulo 2:\nVingança do Bobo
story_title_baba,-1,-1,-1,-1,-1,-1,-1,-1,Chapter 3:\nHeaven or Hell,Capítulo 3:\nCielo o Infierno,第3章：\n天国か地獄か,Kapitel 3:\nHimmel oder Hölle,第三章:\n天堂與地獄,第三章:\n天堂与地狱,챕터 3:\n천국과 지옥,Capitolo 3:\nParadiso o Inferno,Capítulo 3:\nParaiso ou Inferno
story_title_bubu,-1,-1,-1,-1,-1,-1,-1,-1,Chapter 4:\nA Dire Delve,Capítulo 4:\Una Investigación Terrible,第4章：\n決死の潜入,Kapitel 4:\nEin schrecklicker Abstieg,第四章:\n絕望的深入,第四章:\n绝望的深入,챕터 4:\n긴박한 모험,Capitolo 4:\nUn'Indagine Disperata,Capítulo 4:\nA Investigação Terrível
story_title_bebe,-1,-1,-1,-1,-1,-1,-1,-1,Chapter 5:\nWish on a Star,Capítulo 5:\Deseo en una Estrella,第5章：\n星に願いを,Kapitel 5:\nWunsch auf einem Stern,第五章:\n向燦星許願,第五章:\n向灿星许愿,챕터 5:\n별에 비는 소원,Capitolo 5:\nStella del Deserio,Capítulo 5:\nDesejo numa Estrela
story_title_byby,-1,-1,-1,-1,-1,-1,-1,-1,Bonus Chapter:\nCorny Conundrum,Capítulo Bonus:\Enigma Cursi,ボーナスチャプター：\nとうもろこし騒動,Bonuskapitel:\n Kitschiges Rätsel,額外章:\n俺的玉米啊,额外章:\n俺的玉米啊,보너스 챕터:\n옥수수 수수께끼,Bonus Chapter:\nUn Enigma Mais-terioso,Capítulo Bônus:\nEnigma Brega
test1,snd_talk_low,eb1c3c,spr_portrait_red_mage,-1,-1,-1,-1,-1,Click me to join the Discord!,Clickeame para unirte al Discord!,クリックしてDiscordに参加！,"Drück mich, um dem Discord beizutreten!",點擊加入Discord伺服器!,点击加入Discord伺服器!,여기를 클릭해 디스코드에 참여하세요!,Clicca per Entrare nel Server Discord!,Clica aqui pra entrar no Discord!
unlock_baba,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,[Purchase all items in a shop],[Comprar todos los items en una tienda],[ショップで全アイテム購入],[Kaufe alle Gegenstände in einem Shop],[購買商店所有物品],[购买商店所有物品],[상점의 모든 아이템 구매],[Compra tutti gli articoli in un negozio],[Compre todos os items em uma loja]
unlock_bebe,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,[Upgrade a weapon 3 times],[Mejora un arma 3 veces],[武器を3回強化],[Werte eine Waffe 3 mal auf],[升級武器三次],[升级武器三次],[무기를 3번 강화하기],[Migliora un'Arma 3 volte],[Melhore uma arma 3 vezes]
unlock_bebe_demo,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,[Complete a Demo Run],[Completa una Partida de Demo],[デモ版をクリア],[Komplettiere einen Demo-Durchlauf],[完成一場體驗版流程],[完成一场体验版流程],[데모를 클리어하기],[Completa una Partita della demo],[Complete uma Run Demo]
unlock_bobo,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,[Defeat Bobo],[Derrota a Bobo],[ボボを倒す],[Besiege Bobo],[擊敗波波],[击败波波],[보보를 처치하기],[Sconfiggi Bobo],[Derrote Bobo]
unlock_bubu,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,[Hold 321 coins at once],[Ten 321 monedas a la vez],[コインを321枚同時に持つ],[Besitze 321 Münzen auf einmal],[一次持有321枚金幣],[一次持有321枚金币],[321코인을 한번에 소지하기],[Trasporta 321 monete allo stesso momento],[Tenha 321 moedas de uma vez só]
unlock_bubu_demo,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,[Hold 100 coins at once],[Ten 100 monedas a la vez],[コインを100枚同時に持つ],[Besitze 100 Münzen auf einmal],[一次持有100枚金幣],[一次持有100枚金币],[100코인을 한번에 소지하기],[Trasporta 100 monete allo stesso momento],[Tenha 100 moedas de uma vez só]
unlock_byby,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,[Defeat Baba],[Derrota a Baba],[ババを倒す],[Besiege Baba],[擊敗巴巴],[击败巴巴],[바바를 처치하기],[Sconfiggi Baba],[Derrote Baba]
unlock_notice1,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,✓ A secret was unlocked! ✓,✓ Un secreto fue desbloqueado! ✓,✓ シークレットを解放！ ✓,✓ Ein Geheimnis wurde entsperrt! ✓,✓ 一個祕密被解鎖了 ✓,✓ 一个秘密被解锁了 ✓,✓ 비밀을 발견했습니다! ✓,✓ Un segreto è stato sbloccato! ✓,✓ Um segredo foi desbloqueado! ✓
